Subject,Problem Set,Priority,Time Required to Finish
Physics50,64,Medium,125
Physics50,41,High,25
Physics50,47,Low,32
Physics50,47,High,64
Physics50,51,High,56
Physics50,89,Medium,334
Physics50,72,High,184
Physics50,73,High,201
Physics50,68,Low,152
Physics50,50,High,61
Physics50,7,Medium,11
Physics50,47,Medium,62
Physics50,36,Low,9
Physics50,56,Medium,87
Physics50,47,Low,33
Physics50,60,Low,121
Physics50,27,High,7
Physics50,57,Medium,76
Physics50,74,Medium,210
Physics50,39,High,29
Physics50,29,Medium,28
Physics50,29,Medium,25
Physics50,41,High,26
Physics50,63,High,118
Physics50,47,Low,40
Physics50,36,Low,17
Physics50,51,Low,63
Physics50,63,Low,112
Physics50,53,Low,56
Physics50,68,High,134
Physics50,94,Low,384
Physics50,22,High,0
Physics50,50,High,62
Physics50,40,High,27
Physics50,49,Medium,55
Physics50,30,High,0
Physics50,28,Medium,0
Physics50,61,High,98
Physics50,45,High,59
Physics50,81,Medium,269
Physics50,82,High,272
Physics50,56,Medium,91
Physics50,49,Low,47
Physics50,39,Medium,26
Physics50,55,Low,61
Physics50,41,Low,40
Physics50,42,High,44
Physics50,27,Medium,21
Physics50,73,High,189
Physics50,38,Low,27
Physics50,83,Medium,275
Physics50,56,Medium,103
Physics50,45,High,32
Physics50,23,Low,10
Physics50,68,High,166
Physics50,25,High,11
Physics50,52,Low,66
Physics50,67,Medium,148
Physics50,39,Medium,43
Physics50,77,High,220
Physics50,56,High,80
Physics50,53,Medium,57
Physics50,64,Medium,140
Physics50,38,Low,36
Physics50,35,High,11
Physics50,39,Medium,31
Physics50,61,High,105
Physics50,43,High,38
Physics50,51,Medium,47
Physics50,59,High,96
Physics50,64,High,128
Physics50,39,High,36
Physics50,10,High,0
Physics50,49,High,54
Physics50,82,High,264
Physics50,60,Low,106
Physics50,47,Medium,58
Physics50,65,Low,131
Physics50,56,Medium,67
Physics50,50,High,49
Physics50,65,High,127
Physics50,62,Low,126
Physics50,24,High,20
Physics50,25,Low,15
Physics50,51,Medium,68
Physics50,67,Low,138
Physics50,42,High,32
Physics50,47,Low,46
Physics50,33,Low,13
Physics50,74,High,192
Physics50,32,Medium,8
Physics50,31,Medium,20
Physics50,28,Low,17
Physics50,79,Low,227
Physics50,62,High,125
Physics50,76,High,205
Physics50,41,Medium,42
Physics50,56,High,81
Physics50,81,Low,237
Physics50,45,High,49
Physics50,23,High,7
Physics50,51,Medium,62
Physics50,47,Low,68
Physics50,28,Medium,14
Physics51,50,High,302
Physics51,49,High,283
Physics51,51,Low,341
Physics51,55,Medium,420
Physics51,51,Low,327
Physics51,62,Medium,420
Physics51,65,High,420
Physics51,58,Low,420
Physics51,41,Medium,158
Physics51,35,Low,132
Physics51,55,Low,420
Physics51,30,High,73
Physics51,67,Medium,420
Physics51,51,Medium,329
Physics51,62,Low,420
Physics51,42,Medium,189
Physics51,34,Low,105
Physics51,35,Low,102
Physics51,73,High,420
Physics51,63,Medium,420
Physics51,51,Low,343
Physics51,50,Medium,309
Physics51,64,Low,420
Physics51,71,Low,420
Physics51,60,Medium,420
Physics51,76,Low,420
Physics51,56,Low,420
Physics51,51,Medium,339
Physics51,67,Low,420
Physics51,45,Low,216
Physics51,58,Medium,420
Physics51,60,High,420
Physics51,57,Medium,420
Physics51,22,High,43
Physics51,33,Medium,93
Physics51,42,Low,178
Physics51,25,Medium,32
Physics51,43,High,193
Physics51,60,Medium,420
Physics51,41,Medium,159
Physics51,56,High,420
Physics51,36,Low,133
Physics51,61,High,420
Physics51,34,High,107
Physics51,62,Medium,420
Physics51,47,Low,261
Physics51,49,Low,297
Physics51,74,Low,420
Physics51,19,Medium,13
Physics51,57,High,420
Physics51,66,High,420
Physics51,37,Medium,121
Physics51,51,Medium,324
Physics51,62,High,420
Physics51,63,Low,420
Physics51,52,High,371
Physics51,60,High,420
Physics51,69,High,420
Physics51,63,High,420
Physics51,43,Medium,207
Physics51,36,High,140
Physics51,70,Low,420
Physics51,37,High,124
Physics51,66,High,420
Physics51,27,High,41
Physics51,47,Low,241
Physics51,34,Low,104
Physics51,62,Low,420
Physics51,33,Low,96
Physics51,70,Medium,420
Physics51,52,Low,333
Physics51,20,High,28
Physics51,75,Medium,420
Physics51,34,Low,94
Physics51,60,High,420
Physics51,48,High,265
Physics51,58,High,420
Physics51,38,Medium,136
Physics51,43,Low,197
Physics51,29,High,62
Physics51,62,Low,420
Physics51,28,Low,40
Physics51,69,Low,420
Physics51,45,Low,237
Physics51,53,High,362
Physics51,29,Low,64
Physics51,77,Low,420
Physics51,60,Low,420
Physics51,19,High,21
Physics51,35,High,114
Physics51,36,High,123
Physics51,61,Medium,420
Physics51,56,Medium,420
Physics51,43,High,197
Physics51,71,Low,420
Physics51,67,High,420
Physics51,71,High,420
Physics51,51,High,324
Physics51,47,Low,265
Physics51,75,Medium,420
Physics51,43,High,186
Physics51,56,Medium,420
Physics51,96,Medium,420
Physics51,39,Medium,158
Physics51,76,High,420
Physics51,80,High,420
Physics51,46,High,239
Physics51,71,Low,420
Physics51,36,High,136
Physics51,63,Medium,420
Physics51,42,Low,195
Physics51,58,High,420
Physics51,44,Medium,195
Physics51,43,Low,193
Physics51,51,High,314
Physics51,75,Medium,420
Physics51,75,Low,420
Physics51,17,Medium,34
Physics51,49,Low,308
Physics51,63,Medium,420
Physics51,71,Medium,420
Physics51,56,Medium,420
Physics51,52,Low,354
Physics51,29,High,79
Physics51,68,Medium,420
Physics51,38,Low,136
Physics51,17,Low,0
Physics51,55,Medium,420
Physics51,48,Medium,262
Physics51,100,Low,420
Physics51,24,Medium,24
Physics51,32,High,83
Physics51,41,Low,155
Physics51,64,High,420
Physics51,64,Low,420
Physics51,26,High,42
Physics51,57,High,420
Physics51,52,Low,349
Physics51,60,Medium,420
Physics51,68,Low,420
Physics51,44,Low,213
Physics51,48,Medium,293
Physics51,43,High,182
Physics51,54,Medium,401
Physics51,39,High,145
Physics51,34,Medium,89
Physics51,82,Medium,420
Physics51,43,Medium,198
Physics51,55,High,404
Physics51,66,High,420
Physics51,65,Medium,420
Physics51,49,Low,279
Physics51,45,Low,227
Physics51,47,High,248
Physics51,30,Medium,72
Physics51,53,High,367
Physics51,93,High,420
Physics51,45,Low,212
Physics51,70,High,420
Physics51,63,Low,420
Physics51,34,High,109
Physics51,47,Medium,263
Physics51,34,Low,100
Physics51,38,High,145
Physics51,34,High,106
Physics51,48,High,282
Physics51,61,High,420
Physics51,72,Medium,420
Physics51,73,Medium,420
Physics51,67,Medium,420
Physics51,65,Medium,420
Physics51,61,Low,420
Physics51,75,High,420
Physics51,26,Low,26
Physics51,38,Medium,136
Physics51,57,Low,420
Physics51,49,High,285
Physics51,54,Medium,388
Physics51,48,Low,275
Physics51,33,Low,99
Physics51,57,Medium,420
Physics51,52,Medium,348
Physics51,54,High,392
Physics51,60,High,420
Physics51,35,High,109
Physics51,51,High,322
Physics51,48,High,261
Physics51,50,Medium,310
Physics51,69,Medium,420
Physics51,34,Medium,109
Physics51,55,Medium,420
Physics51,39,High,152
Physics51,53,High,376
Physics51,57,Low,420
Physics51,26,Low,39
Physics51,65,Medium,420
Physics51,25,Medium,38
Physics51,33,Low,87
Physics51,75,Low,420
Physics51,68,High,420
Physics51,18,Medium,10
Physics51,57,High,420
Physics51,27,Low,58
Physics51,35,High,99
Physics51,36,High,100
Physics51,53,Low,363
Physics51,67,Medium,420
Physics51,65,Low,420
Physics51,56,High,420
Physics51,63,High,420
Physics51,53,High,384
Physics51,82,High,420
Physics51,68,Low,420
Physics51,45,Medium,219
Physics51,39,Low,148
Physics51,48,Low,278
Physics51,35,Low,98
Physics51,70,Medium,420
Physics51,53,High,362
Physics51,40,Medium,158
Physics51,75,Medium,420
Physics51,70,High,420
Physics51,69,Medium,420
Physics51,58,Medium,420
Physics51,61,Low,420
Physics51,23,Medium,27
Physics51,76,Low,420
Physics51,77,Medium,420
Physics51,36,Medium,109
Physics51,68,Medium,420
Physics51,69,Medium,420
Physics51,71,Low,420
Physics51,32,High,80
Physics51,70,Low,420
Physics51,46,Medium,244
Physics51,47,Medium,243
Physics51,59,High,420
Physics51,46,Low,248
Physics51,38,Low,110
Physics51,65,Medium,420
Physics51,64,Medium,420
Physics51,42,High,201
Physics51,49,High,291
Physics51,58,Medium,420
Physics51,43,High,195
Physics51,52,High,355
Physics51,42,Medium,196
Physics51,60,Low,420
Physics51,44,Low,203
Physics51,50,High,326
CS171,48,High,347
CS171,43,Medium,252
CS171,47,Medium,328
CS171,52,Medium,412
CS171,32,Medium,103
CS171,48,High,338
CS171,83,Low,420
CS171,48,Medium,340
CS171,74,Low,420
CS171,34,Low,112
CS171,61,High,420
CS171,72,Medium,420
CS171,30,Low,69
CS171,35,Low,120
CS171,69,High,420
CS171,57,Medium,420
CS171,49,Medium,362
CS171,43,Medium,235
CS171,83,Medium,420
CS171,71,Low,420
CS171,17,High,24
CS171,42,Low,234
CS171,22,Medium,44
CS171,59,Medium,420
CS171,56,Medium,420
CS171,78,High,420
CS171,26,High,54
CS171,54,Medium,420
CS171,59,High,420
CS171,38,Medium,180
CS171,36,Low,142
CS171,65,Low,420
CS171,49,Low,358
CS171,47,Medium,329
CS171,72,Medium,420
CS171,63,High,420
CS171,53,High,420
CS171,46,Low,315
CS171,44,Low,262
CS171,57,Low,420
CS171,40,Medium,196
CS171,67,Low,420
CS171,44,Medium,265
CS171,55,Medium,420
CS171,54,Medium,420
CS171,69,Low,420
CS171,62,High,420
CS171,37,Medium,171
CS171,35,High,156
CS171,61,Low,420
CS171,51,Low,413
CS171,30,High,67
CS171,69,Low,420
CS171,51,Low,403
CS171,72,High,420
CS171,51,Low,420
CS171,59,High,420
CS171,63,Medium,420
CS171,60,High,420
CS171,37,Low,160
CS171,42,High,226
CS171,47,Medium,321
CS171,47,Medium,336
CS171,54,Low,420
CS171,55,High,420
CS171,70,Low,420
CS171,30,Low,80
CS171,59,Low,420
CS171,48,High,345
CS171,51,Low,412
CS171,69,Low,420
CS171,87,High,420
CS171,63,Low,420
CS171,47,High,328
CS171,46,High,286
CS171,31,High,107
CS171,48,Medium,340
CS171,53,Low,420
CS171,58,Medium,420
CS171,50,Low,373
CS171,32,Low,100
CS171,38,Medium,182
CS171,54,High,420
CS171,66,High,420
CS171,48,Low,351
CS171,85,Low,420
CS171,75,High,420
CS171,45,High,288
CS171,75,High,420
CS171,62,High,420
CS171,43,Low,246
CS171,48,Medium,320
CS171,53,Low,420
CS171,89,Low,420
CS171,49,High,371
CS171,52,Low,420
CS171,46,Low,309
CS171,34,Medium,104
CS171,41,Medium,196
CS171,43,Medium,240
CS171,70,Medium,420
CS171,60,Low,420
CS171,64,High,420
CS171,34,High,129
CS171,78,Medium,420
CS171,59,Low,420
CS171,50,Medium,390
CS171,68,Medium,420
CS171,44,Low,257
CS171,45,Medium,272
CS171,37,High,149
CS171,41,High,212
CS171,53,Medium,420
CS171,48,Medium,344
CS171,75,High,420
CS171,60,Medium,420
CS171,60,Low,420
CS171,48,Medium,345
CS171,51,Medium,412
CS171,34,Medium,134
CS171,6,Medium,3
CS171,34,Medium,129
CS171,62,Medium,420
CS171,69,Low,420
CS171,37,Low,155
CS171,94,Medium,420
CS171,72,Medium,420
CS171,49,Low,356
CS171,71,Medium,420
CS171,69,Medium,420
CS171,48,Medium,341
CS171,72,Medium,420
CS171,25,High,44
CS171,63,Low,420
CS171,57,Low,420
CS171,64,Low,420
CS171,39,Medium,172
CS171,57,Low,420
CS171,96,Medium,420
CS171,37,High,168
CS171,61,High,420
CS171,46,High,305
CS171,59,High,420
CS171,54,Low,420
CS171,58,Medium,420
CS171,45,High,282
CS171,75,Medium,420
CS171,61,Low,420
CS171,64,Medium,420
CS171,68,Medium,420
CS171,43,High,237
CS171,36,Low,137
CS171,56,Medium,420
CS171,93,Low,420
CS171,68,Medium,420
CS171,45,Low,300
CS171,65,Low,420
CS171,43,High,275
CS171,68,High,420
CS171,67,Low,420
CS171,71,Medium,420
CS171,83,Low,420
CS171,40,Medium,192
CS171,36,Medium,136
CS171,52,Low,420
CS171,50,Medium,379
CS171,64,Low,420
CS171,76,Medium,420
CS171,76,High,420
CS171,58,Medium,420
CS171,61,Low,420
CS171,11,Medium,18
CS171,32,Medium,99
CS171,46,Medium,306
CS171,48,Low,338
CS171,56,Low,420
CS171,14,Medium,2
CS171,44,Medium,288
CS171,83,High,420
CS171,16,Low,9
CS171,55,Low,420
CS171,45,Low,284
CS171,72,Medium,420
CS171,53,Medium,420
CS171,55,Medium,420
CS171,25,High,62
CS171,53,High,420
CS171,66,High,420
CS171,28,Medium,83
CS171,88,Low,420
CS171,59,High,420
CS171,50,High,392
CS171,57,High,420
CS171,36,Low,150
CS171,58,High,420
CS171,69,Low,420
CS171,60,Medium,420
CS171,81,High,420
CS171,60,Low,420
CS171,21,Low,18
CS171,82,Low,420
CS171,43,Medium,251
CS171,29,High,76
CS171,62,High,420
CS171,76,High,420
CS171,31,Medium,68
CS171,44,Medium,279
CS171,76,Low,420
CS171,61,Medium,420
CS171,70,High,420
CS171,52,High,420
CS171,49,Low,360
CS171,25,Low,47
CS171,43,High,237
CS171,20,High,36
CS171,72,Medium,420
CS171,57,Low,420
CS171,54,Low,420
CS171,60,High,420
CS171,30,Low,90
CS171,28,High,57
CS171,66,Low,420
CS171,64,Medium,420
CS171,53,Medium,420
CS171,51,Medium,410
CS171,42,Low,221
CS171,52,High,410
CS171,66,Medium,420
CS171,24,Medium,50
CS171,79,Medium,420
CS171,31,Medium,91
CS171,60,Medium,420
CS171,37,Medium,184
CS171,51,Medium,396
CS171,64,High,420
CS171,54,Low,420
CS171,61,High,420
CS171,46,High,318
CS171,43,Medium,248
CS171,52,Low,420
CS171,47,Low,311
CS171,45,High,279
CS171,30,Medium,91
CS171,46,Low,308
CS171,31,Low,91
CS171,81,Medium,420
CS171,46,Low,290
CS171,46,Medium,312
CS171,77,Medium,420
CS171,96,Low,420
CS155,53,Medium,420
CS155,73,Medium,420
CS155,39,Low,420
CS155,49,High,420
CS155,59,Medium,420
CS155,35,Low,420
CS155,48,High,420
CS155,48,High,420
CS155,55,Low,420
CS155,55,Low,420
CS155,35,Medium,420
CS155,40,Low,420
CS155,57,Medium,420
CS155,52,Low,420
CS155,40,Medium,420
CS155,93,Low,420
CS155,52,Low,420
CS155,57,High,420
CS155,63,High,420
CS155,29,High,420
CS155,47,Low,420
CS155,46,Medium,420
CS155,58,Low,420
CS155,48,Low,420
CS155,52,Medium,420
CS155,33,High,420
CS155,64,High,420
CS155,69,Medium,420
CS155,46,High,420
CS155,59,Medium,420
CS155,45,Low,420
CS155,60,Medium,420
CS155,52,Medium,420
CS155,65,Low,420
CS155,78,Low,420
CS155,64,Low,420
CS155,53,Medium,420
CS155,81,Low,420
CS155,39,Low,420
CS155,33,Low,420
CS155,57,High,420
CS155,73,Medium,420
CS155,42,Low,420
CS155,93,Medium,420
CS155,71,High,420
CS155,57,Medium,420
CS155,44,High,420
CS155,49,Low,420
CS155,61,Low,420
CS155,35,Medium,420
CS155,47,Low,420
CS155,69,Medium,420
CS155,67,Medium,420
CS155,56,Medium,420
CS155,59,Low,420
CS155,15,Low,76
CS155,47,Low,420
CS155,48,Medium,420
CS155,61,Medium,420
CS155,29,Low,420
CS155,31,High,420
CS155,50,Low,420
CS155,63,Low,420
CS155,69,Low,420
CS155,79,High,420
CS155,65,Low,420
CS155,71,Medium,420
CS155,49,Medium,420
CS155,53,High,420
CS155,37,Low,420
CS155,51,Medium,420
CS155,45,Medium,420
CS155,64,Low,420
CS155,18,High,122
CS155,91,Medium,420
CS155,19,Medium,142
CS155,56,Low,420
CS155,19,High,130
CS155,80,Medium,420
CS155,25,Low,341
CS155,85,Medium,420
CS155,39,Medium,420
CS155,72,High,420
CS155,56,Low,420
CS155,34,Low,420
CS155,71,Medium,420
CS155,78,High,420
CS155,45,High,420
CS155,67,Medium,420
CS155,48,Medium,420
CS155,44,High,420
CS155,30,Low,420
CS155,36,Low,420
CS155,73,High,420
CS155,44,Medium,420
CS155,44,Medium,420
CS155,55,Medium,420
CS155,36,Low,420
CS155,52,Medium,420
CS155,49,Medium,420
CS155,34,Low,420
CS155,45,Medium,420
CS155,21,Medium,209
CS155,33,Low,420
CS155,60,High,420
CS155,64,High,420
CS155,57,Medium,420
CS155,80,High,420
CS155,49,Medium,420
CS155,68,Low,420
CS155,76,Low,420
CS155,55,High,420
CS155,54,Low,420
CS155,87,Low,420
CS155,66,High,420
CS155,74,Medium,420
CS155,67,Medium,420
CS155,20,Low,170
CS155,43,High,420
CS155,50,Low,420
CS155,67,Medium,420
CS155,44,Medium,420
CS155,43,Low,420
CS155,20,High,175
CS155,30,Low,420
CS155,59,Low,420
CS155,53,Low,420
CS155,71,Medium,420
CS155,40,Low,420
CS155,54,High,420
CS155,55,Low,420
CS155,76,High,420
CS155,77,Low,420
CS155,58,Low,420
CS155,39,Medium,420
CS155,72,Medium,420
CS155,63,High,420
CS155,33,Medium,420
CS155,49,Low,420
CS155,26,Medium,379
CS155,41,High,420
CS155,75,Medium,420
CS155,27,Medium,401
CS155,42,High,420
CS155,40,High,420
CS155,48,High,420
CS155,47,Medium,420
CS155,65,Low,420
CS155,35,Low,420
CS155,30,High,420
CS155,57,Low,420
CS155,53,Medium,420
CS155,47,Low,420
CS155,41,Medium,420
CS155,54,High,420
CS155,98,Low,420
CS155,58,Medium,420
CS155,20,Medium,172
CS155,44,High,420
CS155,34,Medium,420
CS155,58,High,420
CS155,61,Medium,420
CS155,54,Low,420
CS155,96,Medium,420
CS155,67,Medium,420
CS155,30,Low,420
CS155,77,High,420
CS155,100,High,420
CS155,29,High,420
CS155,96,High,420
CS155,86,High,420
CS155,15,Medium,70
CS155,51,Low,420
CS155,56,Medium,420
CS155,39,Low,420
CS155,48,High,420
CS155,39,High,420
CS155,59,High,420
CS155,54,Medium,420
CS155,62,Low,420
CS155,82,Low,420
CS155,50,Medium,420
CS155,48,High,420
CS155,68,High,420
CS155,47,Low,420
CS155,67,High,420
CS155,27,High,402
CS155,33,Medium,420
CS155,27,High,413
CS155,39,Medium,420
CS155,47,Medium,420
CS155,66,High,420
CS155,42,Low,420
CS155,41,Low,420
CS155,20,Low,152
CS155,25,Medium,331
CS155,55,High,420
CS155,46,High,420
CS155,29,Medium,420
CS155,11,Medium,28
CS155,42,High,420
CS155,69,Low,420
CS155,69,Low,420
CS155,62,High,420
CS155,49,Medium,420
CS155,68,Low,420
CS155,35,High,420
CS155,46,High,420
CS155,71,Medium,420
CS155,66,Medium,420
CS155,53,High,420
CS155,75,Medium,420
CS155,37,Low,420
CS155,44,Low,420
CS155,51,High,420
CS155,38,Medium,420
CS155,23,Low,247
CS155,77,Low,420
CS155,24,Medium,294
CS155,40,Low,420
CS155,34,Medium,420
CS155,48,Low,420
